Comunidad autónoma;Relación con la actividad en el trimestre actual;Relación con la actividad en el trimestre anterior;Periodo;Total
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2022T3;37,8
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2022T2;59,1
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2022T1;110,4
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2021T4;88,8
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2021T3;66,6
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2021T2;94,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2021T1;109,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2020T4;109,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2020T3;87,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2020T2;97,1
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2020T1;111,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2019T4;62,7
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2019T3;55,2
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2019T2;79,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2019T1;106,2
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2018T4;68,1
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2018T3;48
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2018T2;72,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2018T1;103,1
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2017T4;75,1
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2017T3;59,7
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2017T2;72
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2017T1;98,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2016T4;81,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2016T3;67,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2016T2;81,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2016T1;110,8
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2015T4;102,8
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2015T3;89,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2015T2;103,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2015T1;130,7
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2014T4;111,4
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2014T3;101
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2014T2;118
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2014T1;152,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2013T4;133,7
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2013T3;106,4
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2013T2;133,1
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2013T1;171,6
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2012T4;146,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2012T3;124,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2012T2;132,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2012T1;165,3
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2011T4;149,8
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2011T3;110,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2011T2;116,7
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2011T1;143,4
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2010T4;127,4
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2010T3;104,8
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2010T2;121,7
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2010T1;128
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2009T4;113,4
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2009T3;90,6
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2009T2;108,1
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2009T1;110,8
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2008T4;68,6
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2008T3;55,3
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2008T2;48,5
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2008T1;60
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2007T4;51,4
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2007T3;26,4
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2007T2;30,9
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2007T1;48,7
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2006T4;33,3
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2006T3;26,2
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2006T2;35,3
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2006T1;41,6
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2005T4;36,8
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2005T3;25,7
04 Balears, Illes;Parados (trimestre actual);Total (trimestre anterior);2005T2;31
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2024T2;11,6
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2024T1;33,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2023T4;40,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2023T3;11,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2023T2;5,9
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2023T1;33,7
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2022T4;30,6
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2022T3;7,9
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2022T2;15,9
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2022T1;23,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2021T4;33
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2021T3;10,1
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2021T2;7,1
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2021T1;16,9
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2020T4;41,3
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2020T3;15,3
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2020T2;24,5
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2020T1;46,5
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2019T4;29,3
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2019T3;15,3
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2019T2;10,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2019T1;33
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2018T4;32,7
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2018T3;9
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2018T2;8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2018T1;27,7
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2017T4;31,3
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2017T3;10
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2017T2;12,7
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2017T1;27,1
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2016T4;29,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2016T3;12,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2016T2;5,5
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2016T1;26,6
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2015T4;35,2
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2015T3;20,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2015T2;10,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2015T1;20,3
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2014T4;30,5
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2014T3;12,2
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2014T2;7,6
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2014T1;34,9
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2013T4;45,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2013T3;12
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2013T2;17,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2013T1;31,5
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2012T4;43,5
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2012T3;15,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2012T2;12
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2012T1;29,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2011T4;50,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2011T3;18,7
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2011T2;20,2
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2011T1;25,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2010T4;48,9
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2010T3;20,6
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2010T2;20,5
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2010T1;26,6
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2009T4;39,7
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2009T3;23,2
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2009T2;18,9
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2009T1;36,6
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2008T4;34,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2008T3;17,1
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2008T2;13,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2008T1;19,8
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2007T4;28
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2007T3;8,3
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2007T2;6,7
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2007T1;17,7
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2006T4;19,1
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2006T3;9,4
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2006T2;13,1
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2006T1;12,5
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2005T4;16,3
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2005T3;7,1
04 Balears, Illes;Parados (trimestre actual);Ocupados (trimestre anterior);2005T2;7
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2024T2;21,6
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2024T1;27,4
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2023T4;14
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2023T3;14,2
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2023T2;25,2
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2023T1;44,2
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2022T4;22,5
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2022T3;18,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2022T2;25,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2022T1;56,5
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2021T4;38,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2021T3;42,2
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2021T2;61,3
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2021T1;65,1
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2020T4;51,7
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2020T3;30,1
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2020T2;48,1
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2020T1;41,1
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2019T4;23,5
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2019T3;25,5
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2019T2;40,4
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2019T1;36,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2018T4;18
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2018T3;25,4
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2018T2;41,1
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2018T1;48,3
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2017T4;31,2
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2017T3;34,7
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2017T2;42,1
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2017T1;50,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2016T4;41,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2016T3;43,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2016T2;59,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2016T1;64,6
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2015T4;54,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2015T3;53,4
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2015T2;78,9
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2015T1;88,3
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2014T4;71,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2014T3;71,1
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2014T2;93,2
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2014T1;92,9
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2013T4;71
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2013T3;79,2
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2013T2;95,5
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2013T1;108,3
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2012T4;92,3
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2012T3;86,8
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2012T2;100,7
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2012T1;110,3
04 Balears, Illes;Parados (trimestre actual);Parados (trimestre anterior);2011T4;80,1
